4,2,1,233,11628,21017.6,3238,20858,21392.2,31891.1,0.670791,0.982489,0.659044,1,7,1,0,0,0,0,0,0,0,1,0,2,2,1.61235,1
4,2,6,997,32727,72904.9,3910,27342,79583,77513.2,1.0267,0.916086,0.940549,0,48,1,0,0,0,0,0,0,0,1,0,2,3,1.61235,1
4,0,0,1,1525,1565.3,544,842,2008.59,1525,1.31711,0.779304,1.02643,0,4,0,0,0,0,0,0,0,-1,3,0,1,3,1.61235,0
4,2,2,305,9806,22097.1,2856,16028,22752,22903.6,0.993382,0.971216,0.964789,1,4,0,0,0,0,0,0,0,-1,3,0,2,5,1.61235,1
4,2,7,385,18491,34006,3403,24307,53582.5,66838.2,0.801675,0.634648,0.508781,2,5,0,5.83095,0,11.6619,0,5.83095,0,0,1,0,2,3,2.5232,1
4,0,0,5,9185,9386.49,1387,7305,9587.99,9305.9,1.03031,0.978985,1.00866,0,1,0,0,0,0,0,0,0,-1,3,0,2,3,2.5232,1
4,2,2,531,35464,56862.7,4579,42187,79195.6,92555.5,0.855656,0.718002,0.614363,2,256,0,5.65685,0.75,11.3137,0.5,5.65685,0.75,0,1,2,2,6,2.5232,1
4,2,4,71,8688,11549.2,2441,15563,31906.6,32170.8,0.991787,0.36197,0.358997,2,1,0,0,0,0,0,0,0,-1,3,0,2,6,2.5232,1
4,0,0,7,752,1034.09,570,672,1925.96,993.793,1.93799,0.536921,1.04055,0,1,0,2,0.559017,2,0.559017,0,0,-1,3,2,0,1,2.01407,0
4,0,0,2,756,836.598,455,493,1498.57,836.598,1.79127,0.558262,1,0,1,0,2,0.559017,2,0.559017,0,0,-1,3,2,0,0,2.01407,0
4,1,5,33,1699,3028.86,574,2372,5154.38,6480.9,0.795319,0.587629,0.467352,0,13,0,3,0.901388,4.12311,0.559017,1,0.5,1,1,2,2,4,2.01407,0
4,0,0,1,728,768.299,433,469,1283.18,768.299,1.67016,0.598744,1,0,1,-1,0,0,0,0,0,0,-1,2,0,0,0,2.01407,0
