4,0,0,2,8150,8497.27,2144,7500,9346.44,8497.27,1.09993,0.909145,1,0,5,0,0,0,0,0,0,0,-1,3,0,0,0,1.875,0
4,0,0,1,7981,8154.63,2101,7225,9515.71,8154.63,1.16691,0.856966,1,0,5,0,0,0,0,0,0,0,-1,3,0,0,0,1.875,0
4,0,0,1,11428,11601.6,2313,8633,13531.6,11601.6,1.16635,0.857373,1,0,5,0,0,0,0,0,0,0,-1,3,0,0,0,1.875,0
4,1,2,32,12756,18312.3,2632,14600,33213.8,35013.1,0.94861,0.551346,0.523012,0,8,0,0,0,0,0,0,0,-1,3,0,2,2,1.875,1
4,0,0,1,8973,9146.63,1931,6139,11030.6,8973,1.22931,0.829205,1.01935,0,1,0,0,0,0,0,0,0,-1,3,0,0,0,1.36694,0
4,0,0,1,11415,11588.6,2174,7878,12969.7,11415,1.1362,0.893516,1.01521,0,1,0,0,0,0,0,0,0,-1,3,0,0,0,1.36694,0
4,0,0,4,23666,24360.5,3112,18114,26320.1,24186.9,1.0882,0.925547,1.00718,0,6,0,1,0.790569,1,0.790569,0,0,-1,3,2,1,1,1.36694,0
4,0,0,1,15060,15233.6,2577,13327,17317.2,15060,1.14988,0.87968,1.01153,0,2,0,1,0.790569,1,0.790569,0,0,-1,3,2,2,2,1.36694,0
4,0,0,1,16589,16762.6,2700,12094,18306.7,16762.6,1.09211,0.915655,1,0,2,0,0,0,0,0,0,0,-1,3,0,0,0,1.42024,0
4,1,2,36,41546,47796.8,4754,53774,58674.4,58030.1,1.0111,0.814612,0.823655,0,16,0,1,0.559017,2.23607,0.5,1,0.559017,0,3,2,2,4,1.42024,1
4,0,0,2,15853,16200.3,2878,13318,17262.7,16026.6,1.07713,0.938455,1.01083,0,6,0,0,0,0,0,0,0,-1,3,0,1,1,1.42024,0
4,0,0,5,20976,21844.2,2870,17250,25359.4,21670.5,1.17022,0.861384,1.00801,0,4,0,1,1.06066,1,1.06066,0,0,-1,3,2,1,3,1.42024,0
4,1,7,16,18113,20891.1,2453,11419,21522.7,20768.8,1.0363,0.970657,1.00589,0,3,0,2,0.559017,2,0.559017,0,0,-1,3,2,2,4,1.36974,0
4,1,2,7,9620,10835.4,3225,21755,25607.4,23680.2,1.08138,0.423137,0.457573,0,3,0,2,0.707107,2,0.707107,0,0,-1,3,1,2,2,1.36974,0
4,1,1,12,27168,29251.6,3351,21309,33469.7,30691.5,1.09052,0.873973,0.953084,0,2,0,2,0.707107,2,0.707107,0,0,-1,3,1,2,3,1.36974,0
4,1,2,29,28377,33412.4,4340,37018,48141.5,51198.9,0.940284,0.694045,0.6526,0,4,0,2.82843,0.707107,4.47214,0.901388,3,0.25,0,3,1,2,2,1.36974,0
4,0,0,2,8272,8619.27,2168,7550,10301.6,8445.63,1.21976,0.836692,1.02056,0,121,0,0,0,0,0,0,0,-1,3,0,0,0,0.839286,0
4,1,5,26,20403,24917.5,3129,22393,26497,35596.9,0.744363,0.940388,0.69999,0,21,0,0,0,0,0,0,0,-1,3,0,2,2,0.839286,1
4,0,0,2,5275,5622.27,1694,4934,6989.34,5448.63,1.28277,0.804406,1.03187,0,6,0,0,0,0,0,0,0,-1,3,0,0,0,0.839286,0
4,1,2,19,40979,44278,4308,45508,51255.7,65083.9,0.787533,0.863866,0.680323,0,6,0,0,0,0,0,0,0,-1,3,0,2,4,0.839286,1
4,1,6,10,48148,49884.3,4694,48302,61716,56699.9,1.08847,0.808288,0.879796,0,2,0,1.41421,1.06066,1.41421,1.06066,0,0,-1,3,2,2,3,1.24911,0
4,0,0,1,30444,30617.6,3228,25442,32527.6,30617.6,1.06238,0.941281,1,0,4,0,1,0.790569,1,0.790569,0,0,-1,3,2,1,1,1.24911,1
4,1,6,49,85842,94350.1,7895,182081,147820,162251,0.911054,0.638277,0.581505,0,22,0,1.41421,0.707107,1.41421,0,1.41421,0.707107,0,3,1,2,4,1.24911,1
4,2,4,128,42808,65033.1,5947,67875,65671.8,66709.4,0.984445,0.990275,0.974872,1,2,0,0,0.5,0,0.5,0,0,-1,3,1,2,5,1.24911,1
4,0,0,1,14878,15051.6,2525,10769,16393.3,15051.6,1.08914,0.918155,1,0,8,0,0,0,0,0,0,0,-1,3,0,0,0,1.83758,0
4,2,1,94,32959,49280.6,4479,43415,52986.4,50173.9,1.05606,0.93006,0.982195,1,2,0,1,1.06066,1,1.06066,0,0,-1,3,2,2,2,1.83758,1
4,0,0,2,21040,21387.3,3041,14447,23437.9,21387.3,1.09588,0.912509,1,0,1,0,0,0,0,0,0,0,-1,3,0,0,0,1.83758,0
4,1,6,9,20661,22223.7,3358,29220,40795.9,38885.9,1.04912,0.544754,0.57151,0,3,0,0,0,0,0,0,0,-1,3,0,2,4,1.83758,0
4,1,2,27,20704,25392.1,2916,14834,25741.8,33581.9,0.766539,0.986414,0.756125,0,16,0,2,0.901388,2,0.901388,0,0,-1,3,2,2,3,1.61423,1
